DATE,WGS1MO
2011-03-25,0.05
2011-04-01,0.04
2011-04-08,0.03
2011-04-15,0.03
2011-04-22,0.04
2011-04-29,0.02
2011-05-06,0.02
2011-05-13,0.01
2011-05-20,0.03
2011-05-27,0.04
2011-06-03,0.04
2011-06-10,0.02
2011-06-17,0.02
2011-06-24,0.01
2011-07-01,0.01
2011-07-08,0.02
2011-07-15,0.01
2011-07-22,0.03
2011-07-29,0.09
2011-08-05,0.04
2011-08-12,0.02
2011-08-19,0.01
2011-08-26,0.01
2011-09-02,0.01
2011-09-09,0.01
2011-09-16,0.00
2011-09-23,0.00
2011-09-30,0.00
2011-10-07,0.01
2011-10-14,0.02
2011-10-21,0.02
2011-10-28,0.01
2011-11-04,0.01
2011-11-11,0.01
2011-11-18,0.01
2011-11-25,0.02
2011-12-02,0.02
2011-12-09,0.00
2011-12-16,0.00
2011-12-23,0.00
2011-12-30,0.01
2012-01-06,0.01
2012-01-13,0.01
2012-01-20,0.03
2012-01-27,0.03
2012-02-03,0.05
2012-02-10,0.05
2012-02-17,0.06
2012-02-24,0.06
2012-03-02,0.08
2012-03-09,0.06
2012-03-16,0.07
2012-03-23,0.07
2012-03-30,0.05
2012-04-06,0.07
2012-04-13,0.08
2012-04-20,0.05
2012-04-27,0.07
2012-05-04,0.06
2012-05-11,0.07
2012-05-18,0.07
2012-05-25,0.07
2012-06-01,0.04
2012-06-08,0.04
2012-06-15,0.06
2012-06-22,0.06
2012-06-29,0.05
2012-07-06,0.07
2012-07-13,0.07
2012-07-20,0.06
2012-07-27,0.08
2012-08-03,0.05
2012-08-10,0.09
2012-08-17,0.10
2012-08-24,0.10
2012-08-31,0.11
2012-09-07,0.10
2012-09-14,0.09
2012-09-21,0.07
2012-09-28,0.05
2012-10-05,0.09
2012-10-12,0.12
2012-10-19,0.12
2012-10-26,0.12
2012-11-02,0.09
2012-11-09,0.12
2012-11-16,0.12
2012-11-23,0.14
2012-11-30,0.15
2012-12-07,0.08
2012-12-14,0.03
2012-12-21,0.02
2012-12-28,0.02
2013-01-04,0.05
2013-01-11,0.05
2013-01-18,0.06
2013-01-25,0.06
2013-02-01,0.03
2013-02-08,0.04
2013-02-15,0.08
2013-02-22,0.11
2013-03-01,0.09
2013-03-08,0.09
2013-03-15,0.09
2013-03-22,0.08
2013-03-29,0.06
2013-04-05,0.06
2013-04-12,0.06
2013-04-19,0.04
2013-04-26,0.04
2013-05-03,0.03
2013-05-10,0.01
2013-05-17,0.01
2013-05-24,0.03
2013-05-31,0.03
2013-06-07,0.04
2013-06-14,0.04
2013-06-21,0.04
2013-06-28,0.02
2013-07-05,0.02
2013-07-12,0.03
2013-07-19,0.02
2013-07-26,0.02
2013-08-02,0.02
2013-08-09,0.05
2013-08-16,0.05
2013-08-23,0.02
2013-08-30,0.03
2013-09-06,0.03
2013-09-13,0.01
2013-09-20,0.01
2013-09-27,0.02
2013-10-04,0.09
2013-10-11,0.23
2013-10-18,0.12
2013-10-25,0.02
2013-11-01,0.04
2013-11-08,0.04
2013-11-15,0.06
2013-11-22,0.04
2013-11-29,0.06
2013-12-06,0.03
2013-12-13,0.02
2013-12-20,0.02
2013-12-27,0.01
2014-01-03,0.01
2014-01-10,0.01
2014-01-17,0.01
2014-01-24,0.02
2014-01-31,0.04
2014-02-07,0.09
2014-02-14,0.03
2014-02-21,0.03
2014-02-28,0.04
2014-03-07,0.06
2014-03-14,0.05
2014-03-21,0.06
2014-03-28,0.04
2014-04-04,0.03
2014-04-11,0.03
2014-04-18,0.03
2014-04-25,0.01
2014-05-02,0.01
2014-05-09,0.02
2014-05-16,0.02
2014-05-23,0.03
2014-05-30,0.04
2014-06-06,0.03
2014-06-13,0.03
2014-06-20,0.02
2014-06-27,0.01
2014-07-04,0.02
2014-07-11,0.02
2014-07-18,0.02
2014-07-25,0.03
2014-08-01,0.02
2014-08-08,0.03
2014-08-15,0.04
2014-08-22,0.03
2014-08-29,0.02
2014-09-05,0.02
2014-09-12,0.01
2014-09-19,0.01
2014-09-26,0.01
2014-10-03,0.01
2014-10-10,0.02
2014-10-17,0.03
2014-10-24,0.03
2014-10-31,0.02
2014-11-07,0.04
2014-11-14,0.05
2014-11-21,0.04
2014-11-28,0.05
2014-12-05,0.03
2014-12-12,0.03
2014-12-19,0.03
2014-12-26,0.01
2015-01-02,0.02
2015-01-09,0.02
2015-01-16,0.02
2015-01-23,0.02
2015-01-30,0.02
2015-02-06,0.01
2015-02-13,0.02
2015-02-20,0.02
2015-02-27,0.02
2015-03-06,0.02
2015-03-13,0.03
2015-03-20,0.02
2015-03-27,0.02
2015-04-03,0.03
2015-04-10,0.02
2015-04-17,0.02
2015-04-24,0.02
2015-05-01,0.00
2015-05-08,0.01
2015-05-15,0.01
2015-05-22,0.02
2015-05-29,0.01
2015-06-05,0.02
2015-06-12,0.01
2015-06-19,0.00
2015-06-26,0.00
2015-07-03,0.01
2015-07-10,0.02
2015-07-17,0.03
2015-07-24,0.04
2015-07-31,0.05
2015-08-07,0.04
2015-08-14,0.05
2015-08-21,0.03
2015-08-28,0.03
2015-09-04,0.01
2015-09-11,0.03
2015-09-18,0.00
2015-09-25,0.00
2015-10-02,0.00
2015-10-09,0.00
2015-10-16,0.01
2015-10-23,0.04
2015-10-30,0.02
2015-11-06,0.05
2015-11-13,0.06
2015-11-20,0.06
2015-11-27,0.12
2015-12-04,0.17
2015-12-11,0.19
2015-12-18,0.18
2015-12-25,0.17
2016-01-01,0.13
2016-01-08,0.20
2016-01-15,0.21
2016-01-22,0.25
2016-01-29,0.26
2016-02-05,0.24
2016-02-12,0.26
2016-02-19,0.26
2016-02-26,0.27
2016-03-04,0.26
2016-03-11,0.27
2016-03-18,0.28
2016-03-25,0.26
2016-04-01,0.18
2016-04-08,0.19
2016-04-15,0.20
2016-04-22,0.18
2016-04-29,0.17
2016-05-06,0.17
2016-05-13,0.24
2016-05-20,0.24
2016-05-27,0.24
2016-06-03,0.23
2016-06-10,0.20
2016-06-17,0.23
2016-06-24,0.25
2016-07-01,0.22
2016-07-08,0.27
2016-07-15,0.28
2016-07-22,0.28
2016-07-29,0.23
2016-08-05,0.24
2016-08-12,0.27
2016-08-19,0.27
2016-08-26,0.27
2016-09-02,0.25
2016-09-09,0.25
2016-09-16,0.23
2016-09-23,0.13
2016-09-30,0.15
2016-10-07,0.26
2016-10-14,0.26
2016-10-21,0.25
2016-10-28,0.21
2016-11-04,0.23
2016-11-11,0.29
2016-11-18,0.30
2016-11-25,0.33
2016-12-02,0.34
2016-12-09,0.37
2016-12-16,0.46
2016-12-23,0.45
2016-12-30,0.45
2017-01-06,0.51
2017-01-13,0.51
2017-01-20,0.48
2017-01-27,0.48
2017-02-03,0.50
2017-02-10,0.51
2017-02-17,0.51
2017-02-24,0.44
2017-03-03,0.48
2017-03-10,0.55
2017-03-17,0.71
2017-03-24,0.73
2017-03-31,0.75
2017-04-07,0.76
2017-04-14,0.76
2017-04-21,0.74
2017-04-28,0.72
2017-05-05,0.71
2017-05-12,0.71
2017-05-19,0.72
2017-05-26,0.74
2017-06-02,0.82
2017-06-09,0.82
2017-06-16,0.86
2017-06-23,0.83
2017-06-30,0.86
2017-07-07,0.96
2017-07-14,0.95
2017-07-21,0.98
2017-07-28,1.00
2017-08-04,1.00
2017-08-11,1.00
2017-08-18,0.96
2017-08-25,0.97
2017-09-01,0.96
2017-09-08,1.07
2017-09-15,0.98
2017-09-22,0.97
2017-09-29,0.97
2017-10-06,1.00
2017-10-13,1.01
2017-10-20,0.99
2017-10-27,1.00
2017-11-03,1.01
2017-11-10,1.05
2017-11-17,1.07
2017-11-24,1.14
2017-12-01,1.15
2017-12-08,1.17
2017-12-15,1.22
2017-12-22,1.22
2017-12-29,1.22
2018-01-05,1.28
2018-01-12,1.30
2018-01-19,1.30
2018-01-26,1.25
2018-02-02,1.40
2018-02-09,1.37
2018-02-16,1.33
2018-02-23,1.38
2018-03-02,1.48
2018-03-09,1.56
2018-03-16,1.67
2018-03-23,1.71
2018-03-30,1.67
2018-04-06,1.68
2018-04-13,1.65
2018-04-20,1.66
2018-04-27,1.66
2018-05-04,1.67
2018-05-11,1.69
2018-05-18,1.69
2018-05-25,1.73
2018-06-01,1.76
2018-06-08,1.79
2018-06-15,1.82
2018-06-22,1.84
2018-06-29,1.78
2018-07-06,1.89
2018-07-13,1.88
2018-07-20,1.90
2018-07-27,1.90
2018-08-03,1.91
2018-08-10,1.93
2018-08-17,1.95
2018-08-24,1.94
2018-08-31,1.96
2018-09-07,1.99
2018-09-14,2.01
2018-09-21,2.04
2018-09-28,2.10
2018-10-05,2.15
2018-10-12,2.16
2018-10-19,2.19
2018-10-26,2.19
2018-11-02,2.20
2018-11-09,2.22
2018-11-16,2.22
2018-11-23,2.24
2018-11-30,2.30
2018-12-07,2.34
2018-12-14,2.32
2018-12-21,2.38
2018-12-28,2.41
2019-01-04,2.42
2019-01-11,2.41
2019-01-18,2.41
2019-01-25,2.37
2019-02-01,2.40
2019-02-08,2.41
2019-02-15,2.43
2019-02-22,2.43
2019-03-01,2.44
2019-03-08,2.44
2019-03-15,2.45
2019-03-22,2.48
2019-03-29,2.45
2019-04-05,2.42
2019-04-12,2.42
2019-04-19,2.43
2019-04-26,2.43
2019-05-03,2.43
2019-05-10,2.43
2019-05-17,2.40
2019-05-24,2.37
2019-05-31,2.36
2019-06-07,2.33
2019-06-14,2.25
2019-06-21,2.17
2019-06-28,2.14
2019-07-05,2.22
2019-07-12,2.19
2019-07-19,2.14
2019-07-26,2.13
2019-08-02,2.08
2019-08-09,2.06
2019-08-16,2.05
2019-08-23,2.06
2019-08-30,2.09
2019-09-06,2.05
2019-09-13,2.01
2019-09-20,2.02
2019-09-27,1.89
2019-10-04,1.79
2019-10-11,1.73
2019-10-18,1.74
2019-10-25,1.75
2019-11-01,1.64
2019-11-08,1.56
2019-11-15,1.58
2019-11-22,1.58
2019-11-29,1.63
2019-12-06,1.56
2019-12-13,1.55
2019-12-20,1.56
2019-12-27,1.57
2020-01-03,1.51
2020-01-10,1.52
2020-01-17,1.54
2020-01-24,1.53
2020-01-31,1.55
2020-02-07,1.56
2020-02-14,1.58
2020-02-21,1.61
2020-02-28,1.56
2020-03-06,1.05
2020-03-13,0.46
2020-03-20,0.10
2020-03-27,0.01
2020-04-03,0.06
2020-04-10,0.13
2020-04-17,0.15
2020-04-24,0.09
2020-05-01,0.09
2020-05-08,0.09
2020-05-15,0.09
2020-05-22,0.09
2020-05-29,0.12
2020-06-05,0.12
2020-06-12,0.14
2020-06-19,0.14
2020-06-26,0.12
2020-07-03,0.12
2020-07-10,0.11
2020-07-17,0.11
2020-07-24,0.10
2020-07-31,0.09
2020-08-07,0.08
2020-08-14,0.08
2020-08-21,0.08
2020-08-28,0.09
2020-09-04,0.09
2020-09-11,0.10
2020-09-18,0.09
2020-09-25,0.08
2020-10-02,0.09
2020-10-09,0.09
2020-10-16,0.10
2020-10-23,0.08
2020-10-30,0.08
2020-11-06,0.09
2020-11-13,0.10
2020-11-20,0.08
2020-11-27,0.08
2020-12-04,0.07
2020-12-11,0.08
2020-12-18,0.08
2020-12-25,0.08
2021-01-01,0.08
2021-01-08,0.09
2021-01-15,0.09
2021-01-22,0.07
2021-01-29,0.06
2021-02-05,0.04
2021-02-12,0.04
2021-02-19,0.03
2021-02-26,0.03
2021-03-05,0.04
2021-03-12,0.04
2021-03-19,0.01
